author,body
borntorun7373,@SenSchumer @POTUS Your party does nothing to fund #ICE AND AMERICANS ARE SPENDING $150 BILLION A YEAR TO FUND THEIR HEALTHCARE\‚ FOOD\‚ and BENEFITS!! #DEPORTILLEGALMIGRANTS!!!
worldwildlife13,@h2av8tor @VividProwess That’s not an American name #ICE
ZitaSees007,Women w/#SaveAct\‚ immigrants w #ICE #DHS\‚ #Blacks w/#SCOTUS AND minors/girls/boys w/ #Epsteinfiles - #MAGA is an historic attack on ALL things America\‚ democracy\‚ equal rights\‚ human rights and decency. #USSupremeCourt #midterms2026
MSamigirl,Muslim woman sets up ice w lies. She Claimed ICE Detained Her for 43 Hours The Sheriff Dropped the Receipts #ICE #SundasNaqvi - YouTube https://t.co/YlK5p1jYWh
jimbotrump,N.Y. Lawmakers Near Deal on New ICE Restrictions https://t.co/beyPqf9IE7 PLEASE FOLLOW #ImmigrationReform #NewYork #ICE #KathyHochul #CivilRights https://t.co/FvjgdAUni7
nika_news_,@jmbprime Para dictador\‚ pedofilo\‚ mentiroso y corrupto\‚ tenéis a #DonaldTrump Esta feo ver la paja en ojo ajeno y no la viga en el propio. Con Trump el genocida régimen de #EEUU es ya una dictadura\‚ con su propia gestapo\‚ el #ICE https://t.co/AoNhJiW3BN
FixedByDoc,@wakeupusa Bwahaha ok demoncrap. #Trump #MAGA #ICE #Veterans #DHS #FBI #bacon
ManiprasadJinka,#ice #iceboat #boat #RideAcrossTheGalaxy #ride https://t.co/Dd4Dxcymbk
juanitabanana71,@SocialDmocrata_ @OscarARosales1 @lopezobrador_ No eres más pendejo porque ya no creces pinche Don!Son tan pendejos en creerse las mamadas que les dictan desde palacio!!Si los indocumentados y los nacionalizados allá en #eeuu no pudieron hacer nada contra el #ICE imagínate los grandes pendejos que ven los chingadazos y huyen!
BigCityBee_,@ProudElephant Yes. I think all the #ilegals need to be deported immediately\‚ and any judge that interferes with #ice or any Congressman that interferes with funding ice... they need to be removed from their position or jailed
DennisKoch10,AOC Leads Outrage at PunchUp Revelation ICE Relocated Agent Who Killed Renee Good “The fact that the agency has reinstated him is a direct message from the administration about the impunity they feel.” #ICE #Trump #USA #uspoli https://t.co/194M7LKNP8 https://t.co/08KYbHEJ6Z
VoiceMainstreet,@TNFreedom21 THEY NEED TO COME TO SUMNER COUNTY…#ICE #TN
madcounter,More Details Emerge of #DonaldTrump Secret Use of #ICE to Spy on Critics https://t.co/2ZzyX8LoDW via @truthout. #Surveillance #Spyware #Revolution
OrderSixtySpics,New American-owned business just dropped! #ice #border #immigration #illegals https://t.co/YAA3oKM2QB
consul_japan,コンサル業界ニュース ▶ 【EY調査、世界でEV車からICE車へ回帰】 世界の自動車購入者の50％がICE車を選択。 EV購入予定者の36%が地政学的要因を理由に再検討。 ＃EY　#EV（電気自動車）の需要減速　#ICE（内燃機関車）へ回帰 ▼詳しくはこちら https://t.co/t247de4NFv
akvinay123,Kal Delhi NCR me Barish ke sath bade bade ole yani k barf b gira. Es video me dekh skte h. Barish k barf ko khane k alag hi mja h. Kis kis ne ye apne bachpan me khaya h? #rain #weather #ice #Ghaziabad https://t.co/ZvrTJZuGEZ
nkl69693,☆今必死でそう思ってるよって伝わる切ない曲✨☆ ＊変わらないでほしいと思ったのは それは 僕だけの願いで 僕だけの愛しさで＊ カラノア - 「ice」(Official Lyric Video) https://t.co/Vt1JpVkplx @YouTubeより #カラノア #ice
LoyalOpposition,#GOP gubernatorial candidate supports #ICE executions of #US citizens.
O0oyyREAL,I JUST DEPORTED @necrophagydoll LIFE IS GOOD #Iloveice #ice #alien #usa @realDonaldTrump @POTUS @WhiteHouse @DHSgov https://t.co/lmgCeAqHM4
Truntemus73,WTFH - How dare they!!! 🤬 #ICE #ICEAgent #KillerICEAgent #Trump #MAGA #ReneeGood #Minnesota #AmericaisFucked
jayoung3292,The House is about to pass a bill allowing for Federal #LawEnforcement officers (Such as #ICE agents) to be sued for human rights violations. A standard that ALREADY applies to state and local officials. They will most likely be here until 2 in the morning. I\'m going home! 🙏 https://t.co/nCNcacsX9U
PcflWtrs,#ice
LenisTheOrca,#Canadian detained by #ICE for 6 months says he\'s an \'indefinite\' prisoner\‚ has no idea when he\'ll get out | CBC https://t.co/aKJpt6uino send him back here now\‚ ya fucking Nazi KKKunts!
ahmjus,#ICE vs 10-year old. #LawEnforcement #trumpsAmerica
sportbikeguy00,#ICE #SupportICE
DrSeanSubas,"""the RULES for #ICE still NOT passed Bipartisan👍 Fitzpatrick-Suozzi \""transparency\"" measures still to be DEBATED #immigration"""
BuffyHippie,#ICE agents are monsters and lawless thugs.
bluelivesmtr,A federal investigation has exposed a hidden online abuse network\‚ with ICE uncovering disturbing activity behind the scenes. Read the full story here: https://t.co/a9TFjA3i7T #lawenforcement #news #ICE REPOST this far and wide! https://t.co/vW6TQ6BzPq
LawEnforceToday,What ICE uncovered in an online network is now at the center of a federal probe\‚ revealing deeply troubling details. Read the full story here: https://t.co/w4YGF2NZk5 #lawenforcement #news #ICE REPOST this everywhere! https://t.co/ubl4065e5h
capNamerica18,@KOLDNews They need the $ to catch some of the people the #biden administration just let into America/AZ? Why\'d these people get to skip the legal point of entry? This who #ICE is looking for in 2026? Some of these people? Where\'d AZ send the people from #thecanopy?https://t.co/1w8qpG6Isu
JackFromHollis,What is unsaid by the carpetbagging Uber-liberal is #ICE &amp; #CPB agents DO NOT DESERVE A PAYCHECK! Go to Hell traitor. #NH02 #NHPolitics
axiopistis,Drone pilot fights back and wins: US rescinds no-fly zones around moving\‚ unmarked ICE vehicles. A bold win for drone advocacy and operational transparency. #Drones #Airspace #ICE #TechPolicy
theyluvkbb_,@Neltocac @cmplxmnml @PrroTwitt @statsglobe Your delusional &amp; retarded🤣 your just like #latinos4trump thats why u bitches don’t have brain cells to realize you voted your fkn life away lmao No wonder you ppl think your indigenous you also think that your white when the white propel here dislike you more than us 🤣#ICE
anders90672185,Stop it. Renee Good interfered with #ICE work. If she had just been like other protestors she likely would not have lost her life. You don\'t play with Federal Agents and you don\'t play with vehicles to make a point!
anders90672185,@RubenGallego Disagree. Have a campaign telling people to STOP interfering with #ICE. People can #protest but shouldn\'t put themselves in harm\'s way.
JaniceMD2024,@RealTomHoman @DHSgov @POTUS DO SOMETHING BOUT THIS WACK JOB @GovKathyHochul WHO ABSOLUTELY DOES NOT SPEAK FOR NYERS SHE WILL BE VOTED OUT NOV 2026 WE THE TAX PAYIN LEGAL 🇺🇸 NYERS STAND WITH #ICE HOMAN U ALREADY BEEN TO ROCHESTER WE WANT ICE DONT LET HER GET AWAY WITH THIS
Trespatines1111,@broadwaybabyto She should have stayed home and taken care of her child\‚ instead of obstructing #ICE agents doing their jobs.
skypcluber62206,Trump is a terrorist! #TrumpTerrorist #IranWar‌ #ICE #USA #Trump #TrumpPedófilo
patriotismim,They’re scared of ICE We complain if it’s 5 minutes late 😂 #deutsch #usa #ice
TheSixOneNiner,@SenatorSlotkin STFU\‚ Fatso! 🐖 🔸America HATES you &amp; the #DemocraticParty... except for @JohnFetterman 🔸America SUPPORTS #MAGA\‚ #ICE\‚ &amp; #EpicFury https://t.co/huUJ7FZVf1
BlissyogaRN,"""@samstein @willsommer I thought we were deporting all the criminals🤔 ? @GovRonDeSantis thought you were \""tough on crime?\"" Why do you have mobsters running clubs in Miami &amp; hanging out at #Maralago? He sounds dangerous. Deport him #ICE #DHS #Florida"""
skypcluber62206,Trump is a terrorist! #TrumpTerrorist #IranWar‌ #ICE #USA #Trump #TrumpPedófilo
FNA_RGE,2/14 ドイツ紀行　ICE-4 | 撮り鉄オヤジの徒然日記 曲線基調だったICE3から一転直線基調となったICE4。 ハイデルベルク中央駅に停車する姿が記録できました。 https://t.co/G6piO8KqsS #Amebaブログ #アメブロ #ICE
DesignStack_co,Wolves #Fire and #Ice. 🍃️🌺️🍃️ Fantasy Watercolor Painting and Colored Pencil Drawing. By Katy Lipscomb. https://t.co/crH4wdQAiq
WomenForward25,No blank check for #ICE https://t.co/LsYeUOQaMK
JustAnApe24,@RepDebDingell Didn’t have to\‚ #ICE was funded with the BBB. D for effort\‚ really sad.
ZZoegail,@edballs @BBCBreakfast @SkyNews @GBNEWS @JeremyVineOn5 #MasterStudio #MerzRücktritt #ICE @visitlondon @TfL
Marathon_US_Rep,Take it from #ICE.
DavisDecory,The Streets Are Talking: 🚨 John Fetterman calls for stronger ICE action nationwide: “Round up all the criminals. Deport them—they have to go.” 🔥 He also made it clear: securing the border shouldn’t be controversial—even for Democrats. 🇺🇸 #ICE #deportthemall✌🏽 https://t.co/ao6rMwosVB
SpecNoticiasNYC,El presupuesto asegura fondos para el Servicio Secreto y la #TSA\‚ pero excluye a #ICE y la Patrulla Fronteriza. #DHS https://t.co/NRrYkARubu
Franks_RumHam,@GregAbbott_TX Great\‚ however\‚ can #ICE and/or state get involved in getting rid of the plague of Indians and middle easterners taking advantage of loopholes and invading our social welfare?!
poem_code_jp,ICEを基板に刺した瞬間、 CPUの「魂」が手元に来た気がした。 printデバッグは使えない。 画面もない。 ICEだけが、内部状態を見せてくれる唯一の窓だった。 あの感覚を知る人間が、本物のファームウェアエンジニアだ。 #ICE #組込み #PoemCode #ファームウェア https://t.co/08TWHbhMgJ
LeJeffrey17,Fuck #ICE
SassyDem,@rrmin36 @sundiamondshine @RubenGallego #ICE F*CK COLD BLOODED MURDERER #JonathanRoss 💣💥 🖕🏼🤡 @rrmin36 @sundiamondshine https://t.co/NRaCsWUlo2
GisseReynor19,@ReporterosMX_ @DEAHQ A qué tibios los estadounidenses para con sus elementos #DEA #FBI #ICE de ahí nos damos cuenta que están coludidos y lo seguirán estando
jayoung3292,The House is voting on the #ICE bill now! I can\'t wait to witness HISTORY! 🙏
JJinBlueTexas,#ICE murders innocent citizens and it’s perfectly okay. But we are not okay with it. The murder needs to face justice. #ReneeNicoleGood #FireICE #No_ICE #IceGestapo
PamFarrel,Now get #ICE funded!
86TheFascists,The #ICEstapo terrorize (and murder) communities\‚ families\‚ &amp; citizens on orders from @DHSgov\‚ a domestic terrorist organization\‚ under Markwayne Moron Mullin. #ICE is the enemy of the people. ICE-IS a terrorist group. #FuckICE #ICEIsTheGestapo #FuckTrump #FuckMullin
NxtWolf,Mismas (malas) vibras. #ICE #PRI #DERECHA https://t.co/BQDffWyklG
darrenash13,@nithyavraman Yoh\‚ forget #ICE\‚ you got a Racoon on your head.
evetsoloccip,@TheDemocrats Nice job with DHS\‚ especially #ICE &amp; #CBP . #YouGotNothing #NoReforms
ABA_CRSJ,📅 Premiere Apr 30\‚ 2026\‚ 2 p.m. ET: Deputy Mayor Beatriz Ponce de Leon joins Richard Peña to discuss Chicago\'s response to Operation Midway Blitz. 📺 Watch HERE ➡️ https://t.co/XkTDo2ixqv #ICE #Chicago https://t.co/HwgPLYol9N
StrikerW2,@EfrenLiberato3 @galvanochoa #ICE por aca se les escapó uno
GeraldSlaby1,@BasedMikeLee Still the #Democrats\‚ Sparky-they didn\'t create \'The Big Ugly Bill\' gutting #Medicaid\‚ they didn\'t increase spending on #ICE\‚ an organization that creates chaos and doesn\'t support a \'president\' that makes tariffs that hurt the economy and creates a war nobody wanted #MikeLee
SharmanTV,Next week Massachusetts State Senators are planning to pass the “Protect Act\‚” a bill that limits local cooperation with federal immigration agents. The House has already passed its version. #ice #trump #massachusetts #mapoli #immigration @WCVB https://t.co/5s8wCJqqSY
SouthRottweiler,This is typical Democrat logic. Everything sounds good in the “abstract” until you have to actually implement it. #ICE #TheFive
theyluvkbb_,@Neltocac @cmplxmnml @PrroTwitt @statsglobe BUT We still here is all that matters lol &amp;&amp; what I look like proving something to a immigrant once again .. Tour life don’t matter hahah stupid SPIC it’s in my bio😂😂 hahahahah GOODLUCK WITH #ICE #ICE #ICE✌🏽✌🏽✌🏽✌🏽🤣🤣 https://t.co/dIbNjp7D8r
DarkBrandonDNC,This is why I support #ICE #Democrats #Obama #MAGA #SAVEACT @DARKBRANDONDNC #Iran #Trump #Hürmüz kids #Rape #Girls murdered by illegal aliens let into the country because of #OPENSBORDERS Democrats don\'t want 2 prosecute but they want to take your guns. New term #Democraticvirus https://t.co/gsivirDdma
FragmentedSoul5,To CRITICIZE.. #ICE
CherSpeakz21,Politics. Dang South Africa are so tired of illegal immigrants in their country that they are putting their hands and feet on them. #ICE #news #deport
CherSpeakz21,Politics. Minnesota funds frozen due to Medicaid Fraud. 14 million dollars of Medicaid Fraud is due to funds used for illegal immigrants. #fraud #ICE #deport
CherSpeakz21,Politics. On-going disrespect by illegals call ICE. #news #ICE #deport
Shauna333R,“@TPUSA reporter attacked at anti-#ICE protest speaks out after three indicted in #assault case” https://t.co/DRpW8xUV1i
Portcitybob,#DHS #ICE and #CBP are funded!
LibertyAngelUSA,House passed Senates #DHS funding bill by a Voice Vote\‚ now headed to @POTUS desk for signature Big win for #border security &amp; DOH Security funding! This bill doesnt include funding 4 #ICE &amp; CBP — those are being handled separately through the reconciliation process right now.
klp723,Just sick. #DumpTrump &amp; #ICE stops too. This is just obscene. #Trump &amp; admin should be sued personally. Suing the government won\'t really hurt them. Now is good. Let\'s get our neighbors released &amp; reunited. #DumpTrump @TheBLKPanthers @25thAmdt #DemsUnited @resist
IBTimesUK,Republicans aim to meet President Trump\'s June deadline to fund ICE. #ICE #DHS #Republicans #Tax #Law #Trump Read More: https://t.co/esmIztOZMy https://t.co/RskcQbNegK
FredHarris_GC,This is the kind of despicable\‚ slithering scum we have to deal with. these are CRAZY KARENS. #ice #publicinteraction #shorts https://t.co/sYkmBqgio6 via @YouTube https://t.co/7JGHyOqB7N
morecatspls,#palantir #ai #ice #nhs #keirstarmer #government #military #donaldtrump ... https://t.co/29zPxfuvQU via @YouTube
PATPAULSON4PRES,#PosseComitatusAct The #gop and trump have skirted that provision which set America apart from Fascist States. MULTI-BILLION $ #ICE is a #PrivateArmy ranked with unfit degenerate psychopaths who thrive on violence and bootlicking A Private Quasi Military that can GO ANYWHERE 😵‍💫
ferozwala,"""Democrat Senator #John_Fetterman calls his party\'s denied demands for #ICE &amp; #DHS reforms \""unnecessary &amp; a failure of Congress.\"" In an @X post\‚ Fetterman points out that Democrats did not get anything they asked for in the new DHS funding bill\‚ after holding out for over 75 https://t.co/qJzK75XJAA"""
GLAndresen,4-30-2026 Updated Conservative Article Reference List - #ICE\‚ #Elections\‚ #MAGA\‚ #Trump\‚ #Republican\‚ #Conservative\‚ #Socialism\‚ #Marxism\‚ #Illegals\‚ #News\‚ #Government\‚ #Greenland\‚ #China\‚ #Venezuela\‚ #Russia\‚ #Ukraine\‚ #JDVance\‚ #GovernmentFraud - https://t.co/71Pl4qVOF5
borntorun7373,@SenSchumer What happened 3 years ago? That was your party responsible for 9.1% and thr highest in 40yrs.. taxpayers want the 150b back that went towards #ILLEGALMIGRANT BILLS! We should not be funding #ILLEGALS FOOD\‚ SHELTER OR HEALTHCARE!! FUND #ICE!!!
theallterrain,Retweet to help bring awareness &amp; better identify #IslamicRepublic Personnel &amp; children living abroad in luxury. #ICE #Deport
Nflynn72,Any thoughts @Sen_Gounardes @kaymsanto @CMAlexaAviles @chrismccreight ? Stop demonizing the brave men &amp; women of #ICE enforcing our immigration laws &amp;saving lives . #Brooklyn #BayRidge #SunsetPark #DykerHeights #ParkSlope @CatSaavy @david_sivella @JerryNYC54 @AlBeachGuy @RezaC1
robinstrasser,NOT NICE:( Allegedly Anti-Freeze melts #ICE:(
HMandBob6229092,@Ilhan Terrorized “. You mean interfering with lawful arrests\‚ following ice agents home\‚ taking plate numbers of ice and perfect strangers who are suspected ice by stopping them in the street. That kind of terrorizing? Your indictment is coming Capone. Want some 🍷 wine? #ice
daisymae9725,@JoelleNemecek Additional funding. Because #ICE is substantially funded already. 👊😏
nospinview50288,It feels like #ICE isn’t just enforcing laws — it’s becoming a normalized presence in cities. The bigger question is: what future is this normalization preparing people for?
MelkiJRussell,They should try #LICE instead… cause they also infiltrate and hard as hell to get rid of🫩😬 Apologies to any #LICE offended by the comparison to #ICE😐At least you guys follow your own laws😐
DwightMunger,DHS Presents: LICE\‚ Lethal Immigration and Customs Enforcement. ⚰️🇺🇸⚰️ #DHS #ICE #LICE #ImpeachTrump #iceout #Murderers #MAGAcult #DwightMungerIII Please feel free to share this. ♻️ https://t.co/GhqCi9seiB
megalantern,How is #ICE not like the #Nazi SS? https://t.co/whPi6Rk4fL
KnotSimple,Resist Woman Flipping off ICE Agent Graphic Tee https://t.co/WN39ryGRDc via @Etsy Available in a Variety of Sizes and Colors #graphictees #ResistanceUnited #ICE #fucktrump #tshirts #trumpisadomesticterrorist #weareallimmigrants #activist #craftivist #feministgift
KXLNews,House #Republicans say they\'ve passed a Department of Homeland Security funding bill. The bill\‚ already passed in the Senate\‚ funds most of DHS\‚ minus #ICE and Border Patrol. @DHSgov also includes the #SecretService and TSA\‚ has remained unfunded for 76 days.
NE444421,@AZ_Intel_ @lookner #DHS #ICE #TSA 🚨🚨🚨 Breaking: House passes and Senate expected to pass funding bill that will fund DHS except ICE and Border Patrol!! TSA and other DHS agencies will now have funding resumed!!
Strugglenomics1,There\'s a contractor at my house right now working. Working but has to go online foe court. He\'s been working 30 minutes while waiting online for all the non-English speaking case go first. Don\'t like it\‚ don\'t want it\‚ don\'t need it. #ice @ICEgov @DHSgov @FlipChicagoRed
solitarywatch,Breaking News: The death toll of immigrants in #ICE custody is the highest in two decades. New data reveals that #NewYork corrections officers use security camera blind spots to assault incarcerated people. Read here: https://t.co/TmD0cLALNJ https://t.co/72h0wLyy7J
LoveAll1699687,@_StillTheShawn Do it legal #Ice 🧊
OurPatriot2020,@gman5180 Give me your address Lucas\‚ so I can notify #ICE. ☝️🏿😎
jmsexton_,The bill now before Trump funds all DHS agencies except Immigration and Customs Enforcement and Border Patrol\‚ which Republicans plan to fund through a non-partisan reconciliation bill. #ICE #DHS https://t.co/VkekUFD4Ik
TigerSharkLover,"""BREAKING: Speaker Johnson praises the House for passing the Senate #DHS funding bill\‚ marking a major step closer to ending the record breaking 75-day shutdown standoff: \""#ICE and CBP are funded for 3 years. Democrats got absolutely nothing for their political charade and"""
mds2cents,The fact @Ilhan &amp; #Democrats either don\'t understand that they\'re responsible for driving up #ICE\'s costs &amp; making the process less safe for all involved\‚ or they don\'t care\‚ should show American voters why they should not control of any part of our govt\‚ federal\‚ state or local.
mds2cents,If #Democrats cared about America\'s budget\‚ deficit &amp;/or #ICE\'s expenditures\‚ they\'d end sanctuary status in Blue states &amp; stop encouraging fools to interfere w/agents doing their jobs. It\'s far less expensive\‚ safer &amp; more efficient for ICE to pick up illegals in local custody.
mds2cents,That\'s RICH coming from @Ilhan who was probably both aware of &amp; involved in a massive $BILLION fraud scheme in MN run by mostly Somalis. #ICE used the funds &amp; now needs more to find &amp; deport the millions of illegal aliens #Biden\'s open borders let in &amp; #Democrats gave sanctuary.
kainsider,Die Bahn hält Fernverkehrspreise bis Mai 2027 stabil. #DeutscheBahn #ICE #Deutschland https://t.co/sV44uVJyM9
MALCTx,"""Texas ICE arrests rank highest across the United States under the Trump administration. Many immigrants are being detained mid-application - even if they are doing it the \""right\"" way\‚ the path is unclear and is leaving them vulnerable. #immigration #txlege #ICE https://t.co/5AWW65QoyD"""
gillescatoire,Cette vidéo montre comment l\'#ICE utilise @PalantirTech pour chasser les étrangers des #USA et la mobilisation des opposants.Le #RN au pouvoir en #France\‚pourrait aussi utiliser @PalantirTech contre les étrangers.C\'est pourquoi la gauche doit combattre @PalantirTech maintenant! https://t.co/bmU8vwKc81
sabtos_car79664,#ice is it true that ICE funds wrre freezed? 😆 https://t.co/xMZQp4NO0n
HeyRatty,#ICE didn\'t just raid this Calif. neighborhood. It dismantled its economy. https://t.co/yTcphyYK0y
OneVenusThrow,"""Grappling with these two truths: \""One year after my abduction by #ICE\‚I still watch my back every day.\"" “I walk through the city afraid &amp; that the city\‚ in small &amp; persistent ways\‚ tells me I am welcome. That I am watched &amp; that I am seen.” https://t.co/7FP4mwslpM #MahmoudKhalil"""
ricardo34187290,Según un informe\‚ el agente de ICE acusado de matar a Renee Good fue reubicado y retomó labores en otro estado. Lee la investigación en Noticias MN: https://t.co/rBck6LmnW9 #ReneeGood #ICE #Justicia
itrixy,@RitchieTorres Just fund #ICE already\‚ u NEVER cared for 40 years for how #ICE &amp; #INS conducted business EXACTLY as they are today\‚ so just get over it and STOP the PHONEY POLITICAL POSTURING!!
Carolyn63016107,This video is SO good #duet #ice #schools #community #education #immigra... https://t.co/6hbGKldMBo via @YouTube
328_Whoami,Why is this now instrumental? ! 😭😭😭 RED by #JacksonWang #ICE https://t.co/bsTUzWH8pC
PeterMacFlash40,@Ilhan CORRECTION; GOT ELECTED BY 80\‚000 ILLEGAL SOMALI ALIENS AND IS NOW REAPING THE BENEFITS FROM STOLEN PROFITS!!!!! Thank God #Ice is raiding her learing facilities all over Minnesota. #Resign #Impeach #DeportIlhanOmar 🇸🇴 https://t.co/ewYnz8tfhx
Synopsisvick305,@unlimited_ls #ice
GehlD,#ice #usapresident2026 #minnesota ice agents are the terrorist organization #trump Donald Trump as well as multiple members of the Elite are the Socialists similar to Adolf Hitler https://t.co/1PWcpbY4KM
robertodimassim,@annacisint Che indecenza! Persone che con la becera #propaganda #ice a spese nostre\‚ si elevano nelle loro #bugie Ditemi ma si può andare avanti con questa gente? Arriverà anche x te...
sabmq,@ICEgov U.S. Marshals Service did u not miss something #trump has been named in multiple sex crimes against children \‚ when will u arrest him thank u for ur service #ICE #HSI #AtlanticCity
NewsForrest,White Drivers Got a Warning. Latino Drivers Got Detained: An NYT review of 50 hours of #ICE body camera footage reveals a pattern of overt racial profiling. https://t.co/WcHzmxL7pM
RiskCentre,Marriott CEO on why you have to defend both DEI and ICE’s right to a hotel room: Dictating values is a ‘bad place for the country’ https://t.co/mZI4FbZRqv #Marriott #DEI #ICE #Leadership #CorporateCulture https://t.co/vaYyPNuRQi
BeshemHashem,Arrest these Islamist jihadists #DOJ #ICE https://t.co/5TplXa7aaK
JaneClifford23,Good work. #ICE
Plumber8519,@FOXNashville More #ICE arrests!!!
Miller2Theresa,This video is SO good #duet #ice #schools #community #education #immigra... https://t.co/BkPR6TksyC via @YouTube
TheWizardFound,These people need to be exposed. #fbi No publication. #ice
Noticiapaisx,🚨🇺🇸 Autoridades migratorias detienen a tres dominicanos en EE.UU. #EstadosUnidos #ICE #Dominicanos #Inmigración #Noticias #NoticiasPaís https://t.co/FAAJYWHCCk
Romans1341,"""@amnesty \""cruel #ICE raids\"" You are joking. Any trafficking victim would love to trade places. But seriously\‚ if anyone goes to a FIFA game ... You have to wait in line\‚ pay the ticket price and wait for the game. You can\'t just show up and get a seat."""
fast_ESPI,MEDINICE SPÓŁKA AKCYJNA (WIG80-#ICE)----17:10---- Medinice zwołuje NWZ\‚ które ma zdecydować o emisji 1.165.000 akcji serii O bez prawa poboru Potencjalny wpływ: Istotny
AndreNumbersUSA,Why has the Black community given up on lower class Blacks? We are so quick to point fingers at our people but welcome the rest of the world with open arms. ICE has a job to do and where does the Bible say ignore the law of the land? #ICE #immigration #bible @kirkfranklin
Justice_4_DandG,@robpursey First debut radio action was with #Flex on #NYCRapExchange One of the best two hitters released\‚ with even debates on strongest side\‚ which makes no sense? #Ice please waiter!! 😅
HimOverThere007,#ICE come and get #AshleyGonzalez send her ass back
dna,ICE agent Jonathan Ross has resumed duty in another state as the investigation into Renee Good’s killing remains stalled\‚ raising concerns over delays in accountability. #DNAUpdates | #ICE | #ReneeGood | https://t.co/rCTqoeuoDA
TigerSharkLover,House #Republicans just cleared a key first hurdle to move #ICE and Border Patrol funding forward without Democratic votes. The chamber passed a budget framework 215-211 along party lines\‚ setting up the reconciliation process for a later bill that aims to provide about $70
realprpolitics,🏛️🇺🇸 Republicanos avanzan proceso para financiar ICE y la Patrulla Fronteriza sin votos demócratas. El plan usa reconciliación para evitar bloqueos en el Senado. ¿Estrategia o división política? #EstadosUnidos #Politica #ICE https://t.co/C4a2Cb3rFn
asobi_chiba,ブログ更新しました。 https://t.co/th8l8TQgc5 カンテボーレ ユーカリが丘店 キリマンジャロブレンド（ICE） 住所：千葉県佐倉市西ユーカリが丘6-12-3 イオンスタイルユーカリが丘 内 #ICE #珈琲 #コーヒー #coffee #挽きたて #カンテボーレ #ユーカリが丘店 #千葉県 #佐倉市 https://t.co/Ntl4rRTy9a
BlackDogOhio,From the Ohio Bureau of Motor Vehicles. Don\'t Somalis ride motorcycles? #Ohio #ICE #DHS https://t.co/eYdp0dJ4OQ
ReparSandra,Like other fed ⚖️ enforcement agencies\‚ ATF has reassigned officers to support the admin’s mass deportation efforts. The Cato Institute\‚ a libertarian think tank\‚ found in a fall 2025 analysis that ATF had sent nearly 30% of its ttl employees to #ICE. https://t.co/rBr2JauXkt
Elizabe70113948,these are CRAZY KARENS. #ice #publicinteraction #shorts https://t.co/19thKgZAj9 via @YouTube
theallterrain,Retweet to help bring awareness &amp; better identify #IslamicRepublic Personnel &amp; children living abroad in luxury. #ICE #Deport
splinter_news,Katie Abraham would have ‘hated’ to be used to promote ICE\'s Operation Midway Blitz\‚ her mother says. #MidwayBlitz #KatieAbraham #ICE #immigration https://t.co/toO3jPTWbu
pamadkisson,@AntiWokeMemes @LetsRockDD 💯👏🫡🇺🇸🇺🇸🇺🇸. I stand with #ICE
TheWizardFound,@MarioNawfal ESP. Act malfeasance possible. #ice
TheWizardFound,@MarioNawfal #opec speculation suspected #piracy possible #ice
lammi_1,🙏🙏🙏💯💯💯 She A Di Real One.....#MiSpinalChest #ChronicLaw #Ice #InsideColdAndEmpty #RideOrDie https://t.co/JX143JEZcE
Tomahawk1441,@TheJFreakinC the scumbags of #ICE are racist Gestapo fascists who hunt people of color just for fun\‚ to satisfy the racist #Epstein pedofile rapist Trrump\‚ who hates colored people and wants them out. This is illegal and can never hold up in a Court of Law\‚ if those still exist at all!!
Misesman1,#ICE
family_inmate,#ICE
TheNorm29652906,@World_Affairs11 Plainly speaking Fuck #ICE and #Trump Gestapo in action
mds2cents,#Democrats NEED illegal aliens to -increase the population in Blue states/areas\‚ to replace Americans leaving en droves to escape bad policies &amp; incompetence Sanctuary city/state policies draw &amp; keep illegals there so they can\'t have #ICE deporting them\‚ even murderers
mds2cents,It\'s hardly an accident or a coincidence that #Democrat #Liberal donors have been funding &amp; organizing protests\‚ &amp; encouraging Americans to\‚ for instance harass #ICE agents doing their jobs to rid this country of illegal aliens\‚ which Americans want\‚ esp violent\‚ dangerous ones.
TXBordrExaminer,Breaking: ICE made 16\‚033 arrests of illegal immigrants in Texas in just Jan-Feb 2026. That’s 272 arrests per day. Nearly half (48%) had no criminal convictions. Full breakdown by field office and nationality here #BorderSecurity #ICE #TexasBorder https://t.co/X6LumpVZeA https://t.co/7MG9Nsaiji
In2012DemsLie,Go for it #ICE!
JScott18372,"""@RepJeffries Shut your front door and fund #DHS / #ICE you deranged creep before we deport YOU to where TF you belong. #HakeemJeffries ... the #MINORITY\"" Speaker representing the lawless low class &amp; #IllegalAliens #DemocratsHateAmerica #SchumerShutdown #GovernmentShutdown"""
FactualOnnly,$70 billion more for immigration — but the Secret Service and Coast Guard could run out of money this week #Immigration #ICE #BorderPatrol #USHouse #Trump #ImmigrationBill #MikeJohnson #USPolitics #USNews #BreakingNews #Congress #Democrats #Republicans #BorderSecurity #Go https://t.co/UJKkRXecXc
Ercu595959,Abd de FBI /Cia ve Doj Ajanınlarına güven kalmadığı için\‚ sahada #ICE ajanları Ulusal Muhafızlar ve Marshall polisleri (SRT) var. Türkiyede tırt Herkes kurum nasıl kilitlenir #SistemElemanları
Boldman2022,"""President Trump has vowed to \""REVOKE THE CITIZENSHIP of any naturalized immigrant\‚ from Somalia or anywhere else\‚ who is convicted of defrauding our citizens.\"" #ICE https://t.co/9onchhcvY6"""
